Order_ID,Order_Date,Item_Type,Outlet_Tier,Outlet_Size,Outlet_Establishment_Year,Sales,Rating
390,2020-02-04,Snack Foods,Tier 3,High,2014,645.3,4.3
391,2020-10-15,Household,Tier 3,Medium,2012,227.77,4.2
392,2021-08-29,Frozen Foods,Tier 3,High,2014,231.09,4.0
393,2020-04-15,Dairy,Tier 3,Small,2016,1485.71,3.6
394,2022-03-12,Soft Drinks,Tier 3,Small,2012,105.33,4.4
395,2022-01-20,Breads,Tier 2,High,2016,1642.0,4.3
396,2022-10-09,Fruits and Vegetables,Tier 1,Medium,2014,764.63,4.4
397,2021-04-13,Household,Tier 2,Medium,2010,424.56,3.5
398,2020-12-27,Meat,Tier 1,Medium,2016,844.8,3.6
399,2021-05-03,Seafood,Tier 2,Medium,2016,1421.38,3.8
400,2019-02-20,Meat,Tier 1,Small,2014,586.47,4.2
401,2020-07-28,Dairy,Tier 3,High,2014,388.56,4.7
402,2022-04-28,Baking Goods,Tier 1,Small,2012,1488.87,3.9
403,2022-02-22,Seafood,Tier 1,Medium,2012,1767.33,4.7
404,2019-05-30,Soft Drinks,Tier 3,Medium,2014,1191.81,3.9
405,2019-11-10,Meat,Tier 3,Small,2016,1071.52,4.6
406,2020-07-23,Soft Drinks,Tier 1,Medium,2018,1522.01,4.8
407,2022-09-27,Fruits and Vegetables,Tier 1,Small,2012,1478.66,4.7
408,2019-11-01,Soft Drinks,Tier 3,Small,2014,62.24,4.6
409,2020-11-12,Household,Tier 2,Small,2018,599.6,3.6
410,2021-04-17,Breads,Tier 3,Small,2018,1867.43,4.0
411,2021-12-13,Seafood,Tier 1,Medium,2018,1922.39,3.8
412,2021-09-29,Household,Tier 1,Medium,2018,1045.06,4.2
413,2020-03-19,Frozen Foods,Tier 1,Medium,2010,1142.18,4.0
414,2020-09-04,Meat,Tier 3,High,2012,51.28,4.4
415,2021-09-19,Meat,Tier 3,Small,2018,1361.06,4.3
416,2019-09-21,Frozen Foods,Tier 2,High,2018,464.25,4.1
417,2021-12-12,Soft Drinks,Tier 1,Small,2014,299.43,4.7
418,2021-09-30,Household,Tier 1,Small,2014,644.13,3.5
419,2019-01-05,Seafood,Tier 3,Medium,2010,1346.54,4.8
420,2022-01-31,Seafood,Tier 1,Small,2018,900.85,3.5
421,2022-05-04,Frozen Foods,Tier 2,High,2010,730.66,4.2
422,2021-02-12,Meat,Tier 3,Medium,2014,1467.28,4.8
423,2021-05-26,Frozen Foods,Tier 1,Medium,2012,1636.75,4.1
424,2021-09-18,Fruits and Vegetables,Tier 3,Small,2016,1744.94,4.6
425,2021-06-02,Fruits and Vegetables,Tier 3,Medium,2016,917.27,4.1
426,2022-10-05,Fruits and Vegetables,Tier 2,High,2010,1449.76,4.8
427,2019-02-16,Snack Foods,Tier 3,Small,2014,1776.17,5.0
428,2021-05-16,Breads,Tier 1,High,2016,1822.37,4.8
429,2021-04-02,Baking Goods,Tier 2,Medium,2018,1009.64,3.6
430,2021-07-24,Dairy,Tier 3,High,2012,742.89,3.7
431,2020-10-17,Snack Foods,Tier 1,High,2014,1805.36,4.3
432,2019-09-26,Seafood,Tier 3,Medium,2010,559.79,4.9
433,2020-01-05,Soft Drinks,Tier 3,Small,2014,1603.85,4.1
434,2020-09-27,Meat,Tier 2,Small,2012,1821.88,3.9
435,2022-02-03,Soft Drinks,Tier 2,Medium,2014,1492.45,4.9
436,2020-10-18,Frozen Foods,Tier 2,Small,2010,1375.73,4.6
437,2019-04-30,Meat,Tier 2,High,2018,148.82,4.7
438,2021-04-10,Dairy,Tier 1,Medium,2014,446.77,3.7
439,2021-12-17,Dairy,Tier 3,Medium,2010,1349.81,3.9
440,2022-10-01,Household,Tier 2,Small,2018,1581.13,4.3
441,2021-01-10,Soft Drinks,Tier 1,Small,2016,173.61,4.6
442,2019-04-27,Baking Goods,Tier 2,Medium,2014,87.17,4.0
443,2021-03-01,Dairy,Tier 3,Medium,2018,657.45,3.8
444,2022-02-24,Breads,Tier 2,Medium,2016,1307.66,4.2
445,2022-11-17,Household,Tier 3,Medium,2014,1048.48,4.1
446,2021-10-09,Baking Goods,Tier 3,High,2014,66.3,4.8
447,2021-12-17,Meat,Tier 1,High,2012,345.64,4.9
448,2020-09-25,Soft Drinks,Tier 2,Medium,2014,1516.79,3.8
449,2020-05-27,Soft Drinks,Tier 2,Medium,2014,630.44,3.9
450,2021-03-12,Baking Goods,Tier 3,Medium,2018,278.52,4.7
451,2022-01-24,Baking Goods,Tier 2,High,2010,149.18,3.9
452,2022-02-15,Dairy,Tier 3,Small,2012,1708.36,3.9
453,2020-07-13,Meat,Tier 1,High,2014,969.75,4.5
454,2020-05-02,Household,Tier 2,Medium,2018,1032.17,4.3
455,2022-06-14,Breads,Tier 3,Medium,2018,169.62,4.6
456,2021-06-15,Seafood,Tier 2,Medium,2010,1002.73,3.6
457,2022-07-19,Seafood,Tier 2,Medium,2016,1309.26,4.3
458,2022-04-27,Snack Foods,Tier 1,High,2014,289.46,4.5
459,2020-12-04,Breads,Tier 3,Small,2016,1809.91,4.2
460,2020-08-03,Meat,Tier 1,Medium,2010,1577.53,3.7
461,2021-02-28,Meat,Tier 1,Medium,2018,1613.68,3.7
462,2021-05-10,Household,Tier 1,Medium,2016,1096.24,4.4
463,2019-09-04,Soft Drinks,Tier 3,Small,2010,701.15,3.7
464,2022-01-04,Snack Foods,Tier 3,High,2016,1298.88,4.0
465,2019-06-03,Household,Tier 2,Small,2018,489.47,4.2
466,2022-12-29,Snack Foods,Tier 3,High,2014,316.93,4.4
467,2021-09-23,Soft Drinks,Tier 1,Medium,2012,1099.74,3.9
468,2022-01-14,Frozen Foods,Tier 3,Small,2018,983.32,4.1
469,2020-11-27,Snack Foods,Tier 2,Small,2016,343.05,4.1
470,2022-08-01,Household,Tier 1,Medium,2014,1084.29,3.6
471,2022-05-28,Frozen Foods,Tier 2,Small,2012,1115.61,4.7
472,2021-12-28,Baking Goods,Tier 3,Medium,2010,1749.45,4.6
473,2021-12-06,Breads,Tier 2,Medium,2014,1530.46,4.7
474,2021-10-05,Dairy,Tier 2,High,2018,474.25,3.7
475,2019-04-04,Household,Tier 3,High,2016,1644.97,4.3
476,2021-08-15,Baking Goods,Tier 2,Medium,2012,1939.58,4.0
477,2021-10-08,Seafood,Tier 3,Medium,2014,1447.41,4.0
478,2020-03-28,Seafood,Tier 1,Small,2012,1584.66,3.6
479,2022-05-12,Meat,Tier 2,Medium,2012,569.54,4.9
480,2021-06-30,Household,Tier 1,Medium,2014,1984.21,4.9
481,2019-08-06,Fruits and Vegetables,Tier 3,Small,2016,393.97,4.1
482,2020-04-18,Dairy,Tier 3,Medium,2010,1514.18,4.8
483,2020-03-07,Fruits and Vegetables,Tier 2,Medium,2014,820.68,4.0
484,2019-12-07,Breads,Tier 2,High,2010,745.89,4.3
485,2020-07-04,Meat,Tier 3,Medium,2012,606.06,4.6
486,2022-08-05,Dairy,Tier 3,Medium,2012,910.07,4.3
487,2022-07-01,Frozen Foods,Tier 1,Small,2016,1592.21,3.7
488,2019-12-23,Snack Foods,Tier 1,High,2014,1884.9,4.1
489,2019-01-23,Dairy,Tier 2,High,2014,861.66,4.6
490,2020-06-05,Soft Drinks,Tier 2,Medium,2018,1320.76,4.7
491,2022-01-28,Frozen Foods,Tier 2,High,2016,1587.04,4.0
492,2021-03-12,Snack Foods,Tier 2,High,2014,244.49,4.3
493,2022-04-18,Breads,Tier 2,High,2012,1923.06,3.8
494,2022-05-31,Seafood,Tier 2,Small,2016,462.69,3.9
495,2021-01-31,Snack Foods,Tier 2,Small,2018,1834.4,3.7
496,2020-03-17,Soft Drinks,Tier 2,High,2018,1973.88,4.2
497,2021-02-07,Meat,Tier 1,High,2012,245.79,4.6
498,2021-10-12,Snack Foods,Tier 3,Medium,2014,1790.86,4.8
499,2022-09-10,Dairy,Tier 3,High,2012,1299.77,4.3
500,2020-05-30,Dairy,Tier 2,Small,2018,1644.96,4.5
501,2021-11-05,Meat,Tier 3,Medium,2016,262.74,3.9
502,2021-03-02,Dairy,Tier 2,Small,2014,1676.81,3.8
503,2019-12-02,Breads,Tier 1,Small,2012,1270.77,4.1
504,2019-09-15,Soft Drinks,Tier 2,Small,2014,1045.71,4.3
505,2020-05-11,Household,Tier 1,Small,2016,1142.06,3.6
506,2021-06-14,Household,Tier 1,Small,2018,1501.71,3.6
507,2019-06-09,Seafood,Tier 1,Medium,2012,630.39,4.4
508,2021-05-01,Baking Goods,Tier 2,Small,2018,1889.78,3.8
509,2020-11-20,Breads,Tier 1,High,2012,649.89,4.2
510,2020-01-15,Baking Goods,Tier 2,Medium,2014,1760.31,4.9
511,2021-08-14,Household,Tier 1,High,2010,73.62,4.8
512,2020-11-21,Snack Foods,Tier 1,Medium,2012,1837.14,3.6
513,2022-12-21,Snack Foods,Tier 3,High,2012,1710.58,3.6
514,2022-07-15,Snack Foods,Tier 2,Small,2018,292.15,3.7
515,2022-12-11,Dairy,Tier 3,High,2010,1487.0,3.7
516,2022-04-06,Dairy,Tier 1,Small,2010,779.52,3.9
517,2021-12-02,Fruits and Vegetables,Tier 3,Medium,2010,985.57,4.1
518,2019-10-12,Snack Foods,Tier 1,Small,2010,183.76,3.6
519,2020-02-01,Snack Foods,Tier 3,High,2016,464.52,4.2
520,2019-01-12,Frozen Foods,Tier 3,Small,2014,1909.61,4.3
521,2022-08-18,Meat,Tier 2,Small,2012,865.0,4.5
522,2022-06-30,Household,Tier 2,Medium,2014,100.76,4.1
523,2020-05-13,Dairy,Tier 3,Small,2014,1054.4,3.9
524,2021-01-23,Soft Drinks,Tier 3,Medium,2014,1989.66,4.5
525,2019-02-04,Dairy,Tier 2,High,2014,699.0,4.9
526,2020-12-27,Soft Drinks,Tier 1,Medium,2016,325.37,4.1
527,2021-04-28,Fruits and Vegetables,Tier 1,High,2018,1304.93,3.9
528,2019-03-31,Soft Drinks,Tier 1,High,2016,1843.66,4.6
529,2021-02-14,Dairy,Tier 1,Small,2012,1725.34,4.8
530,2020-08-27,Seafood,Tier 3,Medium,2010,1331.13,4.9
531,2021-08-27,Dairy,Tier 1,High,2018,409.09,3.8
532,2021-10-18,Breads,Tier 3,Small,2012,1579.5,4.0
533,2020-02-22,Seafood,Tier 3,Small,2010,1655.28,4.9
534,2019-04-25,Snack Foods,Tier 1,High,2016,1706.62,3.9
535,2020-09-08,Household,Tier 1,Small,2014,837.69,4.0
536,2022-05-04,Soft Drinks,Tier 1,Medium,2012,847.27,4.5
537,2021-04-05,Dairy,Tier 2,High,2014,352.56,4.4
538,2022-01-03,Dairy,Tier 3,High,2014,1556.74,4.8
539,2020-02-17,Soft Drinks,Tier 1,Small,2014,1487.59,4.4
540,2022-10-31,Baking Goods,Tier 2,High,2018,244.51,4.2
541,2022-12-14,Household,Tier 3,High,2010,89.26,3.6
542,2020-12-29,Frozen Foods,Tier 3,High,2014,1905.85,5.0
543,2022-07-24,Meat,Tier 3,Medium,2012,83.67,4.1
544,2021-10-17,Snack Foods,Tier 1,Medium,2018,1275.77,4.4
545,2021-01-30,Seafood,Tier 1,Medium,2010,934.6,4.3
546,2020-11-06,Dairy,Tier 3,Medium,2012,1565.96,4.6
547,2022-11-18,Fruits and Vegetables,Tier 3,Small,2018,221.07,4.5
548,2020-04-01,Household,Tier 2,High,2018,1380.63,4.0
549,2021-07-08,Soft Drinks,Tier 2,Medium,2010,1249.14,4.3
550,2019-07-11,Dairy,Tier 3,Small,2014,1714.51,4.7
551,2021-01-08,Seafood,Tier 2,Medium,2012,1061.16,4.5
552,2022-01-27,Fruits and Vegetables,Tier 3,Small,2016,1470.17,4.9
553,2021-09-04,Meat,Tier 2,Medium,2014,903.29,4.6
554,2021-10-05,Meat,Tier 3,Medium,2016,1968.76,4.2
555,2019-04-06,Seafood,Tier 1,High,2012,1140.85,4.7
556,2020-10-24,Household,Tier 3,Medium,2016,1519.4,4.2
557,2022-04-28,Fruits and Vegetables,Tier 1,Medium,2016,231.22,3.8
558,2019-02-06,Soft Drinks,Tier 3,Small,2010,952.37,4.4
559,2022-10-24,Fruits and Vegetables,Tier 1,High,2010,175.65,4.0
560,2019-10-06,Breads,Tier 2,High,2010,287.34,3.5
561,2019-08-05,Soft Drinks,Tier 1,Small,2016,1036.96,3.8
562,2021-05-16,Snack Foods,Tier 2,Medium,2016,736.99,3.8
563,2021-05-22,Frozen Foods,Tier 3,Small,2018,946.65,4.7
564,2022-07-20,Snack Foods,Tier 2,Medium,2018,1017.48,4.6
565,2019-03-03,Frozen Foods,Tier 2,Medium,2010,361.51,4.4
566,2020-08-18,Snack Foods,Tier 2,High,2018,763.37,4.9
567,2020-12-29,Fruits and Vegetables,Tier 3,Medium,2014,1728.17,3.8
568,2022-09-27,Household,Tier 1,High,2018,1720.39,3.7
569,2020-02-01,Seafood,Tier 2,High,2018,1006.7,4.9
570,2020-11-29,Dairy,Tier 3,Small,2014,1510.83,4.5
571,2021-11-08,Frozen Foods,Tier 2,Medium,2014,1519.43,4.3
572,2019-06-26,Dairy,Tier 1,Small,2012,136.01,4.6
573,2020-01-31,Breads,Tier 2,Small,2016,1241.24,3.9
574,2020-03-20,Breads,Tier 2,Small,2016,1618.83,4.4
575,2022-06-10,Dairy,Tier 2,Small,2010,1208.24,4.1
576,2019-03-17,Breads,Tier 1,High,2012,1106.03,4.0
577,2019-09-22,Soft Drinks,Tier 1,High,2012,1085.87,4.8
578,2020-03-30,Dairy,Tier 3,High,2012,1040.5,3.7
579,2020-12-18,Breads,Tier 2,High,2012,1567.7,3.5
580,2021-01-04,Frozen Foods,Tier 2,Medium,2018,1302.74,4.0
581,2022-11-08,Household,Tier 2,High,2012,470.23,3.8
582,2021-04-30,Breads,Tier 2,Medium,2010,895.03,4.7
583,2022-10-22,Dairy,Tier 1,Small,2016,1080.82,3.7
584,2019-05-24,Frozen Foods,Tier 1,Medium,2012,866.95,4.9
585,2021-06-03,Dairy,Tier 2,High,2016,513.28,3.8
586,2021-12-28,Meat,Tier 2,High,2014,293.24,4.8
587,2022-01-27,Fruits and Vegetables,Tier 2,High,2010,278.76,3.8
588,2020-01-31,Fruits and Vegetables,Tier 2,Small,2014,627.76,3.6
589,2021-11-14,Fruits and Vegetables,Tier 3,Small,2012,835.18,4.2
590,2021-08-05,Snack Foods,Tier 3,High,2018,1381.61,4.0
591,2021-06-09,Soft Drinks,Tier 2,Small,2018,1970.59,4.4
592,2022-03-20,Dairy,Tier 2,Medium,2010,1799.84,4.5
593,2022-03-13,Soft Drinks,Tier 2,Medium,2012,1636.71,4.9
594,2020-07-22,Dairy,Tier 3,Medium,2012,1636.79,4.9
595,2021-11-28,Meat,Tier 1,Medium,2012,1212.33,4.2
596,2019-04-19,Breads,Tier 3,High,2012,542.88,3.8
597,2021-12-01,Snack Foods,Tier 3,High,2010,970.28,3.9
598,2022-04-24,Household,Tier 2,Medium,2010,327.98,3.6
599,2021-07-23,Dairy,Tier 2,Medium,2010,1154.54,3.9
600,2020-02-02,Frozen Foods,Tier 1,High,2018,94.85,4.9
601,2022-05-31,Breads,Tier 2,Small,2012,419.46,4.0
602,2020-09-25,Seafood,Tier 2,Medium,2014,1438.97,4.4
603,2022-03-02,Seafood,Tier 1,Small,2016,589.94,5.0
604,2022-04-01,Household,Tier 2,High,2010,868.93,3.7
605,2022-05-23,Frozen Foods,Tier 2,Medium,2010,1672.52,4.7
606,2021-01-02,Fruits and Vegetables,Tier 2,Medium,2018,136.89,4.5
607,2019-08-23,Snack Foods,Tier 3,Small,2018,94.33,4.7
608,2020-10-19,Soft Drinks,Tier 2,Small,2016,496.52,3.7
609,2021-01-20,Baking Goods,Tier 3,Small,2018,1384.66,4.3
610,2020-08-10,Baking Goods,Tier 2,Small,2010,510.44,4.4
611,2021-10-29,Snack Foods,Tier 2,Medium,2012,1734.21,4.6
612,2022-01-02,Breads,Tier 3,High,2012,736.1,4.6
613,2021-08-11,Meat,Tier 3,Small,2018,602.85,4.4
614,2020-05-06,Breads,Tier 2,Small,2016,504.18,4.2
615,2021-07-01,Seafood,Tier 1,High,2012,1169.24,4.9
616,2022-06-30,Soft Drinks,Tier 2,Medium,2010,1719.81,3.8
617,2022-06-07,Seafood,Tier 3,High,2012,841.82,3.8
618,2022-04-12,Dairy,Tier 2,High,2016,542.41,3.7
619,2022-04-06,Seafood,Tier 2,Small,2018,870.69,3.7
620,2019-06-19,Baking Goods,Tier 3,High,2014,1814.34,4.8
621,2022-11-17,Baking Goods,Tier 1,High,2012,702.35,4.4
622,2021-08-03,Soft Drinks,Tier 1,Medium,2010,1328.71,4.9
623,2021-03-05,Seafood,Tier 3,Small,2016,692.99,4.8
624,2020-09-25,Snack Foods,Tier 3,Small,2012,1365.78,4.0
625,2022-05-02,Snack Foods,Tier 2,Small,2014,1767.97,4.5
626,2019-01-29,Household,Tier 3,Medium,2018,1217.19,4.1
627,2022-04-03,Meat,Tier 3,Medium,2012,1897.51,4.8
628,2022-12-16,Soft Drinks,Tier 2,Medium,2016,1222.96,4.6
629,2019-12-05,Seafood,Tier 2,Medium,2012,1951.01,3.7
630,2022-10-20,Soft Drinks,Tier 2,Small,2018,1461.27,3.9
631,2022-09-27,Breads,Tier 1,Small,2016,1322.94,4.5
632,2020-05-14,Fruits and Vegetables,Tier 1,High,2014,1668.17,3.9
633,2020-05-25,Frozen Foods,Tier 3,Medium,2010,71.63,4.3
634,2022-09-12,Breads,Tier 2,High,2018,551.64,3.9
635,2019-08-05,Breads,Tier 3,Medium,2012,471.38,4.5
636,2022-08-17,Seafood,Tier 3,High,2014,266.25,3.6
637,2022-03-01,Fruits and Vegetables,Tier 1,Small,2016,1878.68,4.6
638,2021-12-29,Snack Foods,Tier 1,Small,2016,305.45,4.0
639,2022-06-29,Snack Foods,Tier 3,Medium,2016,562.53,4.2
640,2022-12-09,Breads,Tier 2,Small,2012,703.57,4.2
641,2020-03-20,Meat,Tier 1,Medium,2018,1268.02,3.8
642,2021-05-25,Snack Foods,Tier 1,High,2014,1546.56,4.9
643,2022-04-20,Dairy,Tier 1,Medium,2016,1229.12,3.5
644,2019-06-16,Breads,Tier 3,High,2010,1510.46,4.1
645,2019-04-01,Frozen Foods,Tier 1,High,2018,834.14,3.7
646,2020-12-14,Fruits and Vegetables,Tier 2,Medium,2014,1991.77,4.0
647,2019-02-08,Household,Tier 1,Small,2014,381.68,3.7
648,2022-02-23,Baking Goods,Tier 3,High,2016,829.53,4.1
649,2019-06-22,Soft Drinks,Tier 3,Small,2010,1672.76,3.8
650,2020-10-14,Breads,Tier 3,High,2016,531.18,4.3
651,2021-01-23,Snack Foods,Tier 3,High,2018,1514.14,3.5
652,2022-05-28,Soft Drinks,Tier 2,High,2012,760.35,4.3
653,2021-12-17,Frozen Foods,Tier 3,High,2018,396.31,3.9
654,2020-04-20,Seafood,Tier 1,Medium,2010,836.51,4.0
655,2020-03-31,Baking Goods,Tier 2,High,2012,1580.34,4.0
656,2021-04-08,Meat,Tier 3,Small,2014,268.31,4.5
657,2021-06-13,Household,Tier 3,Small,2016,1056.4,4.6
658,2022-10-16,Seafood,Tier 2,Medium,2018,1495.65,4.0
659,2021-10-21,Frozen Foods,Tier 1,High,2016,1515.57,4.9
660,2020-01-22,Snack Foods,Tier 2,Medium,2018,809.69,4.6
661,2019-12-14,Dairy,Tier 1,Small,2016,959.55,4.1
662,2019-07-09,Fruits and Vegetables,Tier 1,High,2012,1720.69,3.6
663,2020-05-19,Seafood,Tier 3,Small,2016,456.34,4.3
664,2022-04-29,Seafood,Tier 2,Medium,2010,1985.56,4.4
665,2022-10-24,Household,Tier 2,Medium,2010,867.51,3.7
666,2022-12-03,Fruits and Vegetables,Tier 3,Small,2016,587.13,4.8
667,2021-04-03,Frozen Foods,Tier 3,High,2014,55.07,4.1
668,2021-07-17,Soft Drinks,Tier 1,High,2010,293.8,3.7
669,2021-07-22,Soft Drinks,Tier 3,Small,2018,1525.19,4.3
670,2022-02-14,Fruits and Vegetables,Tier 2,Small,2016,1316.0,4.1
671,2019-05-14,Meat,Tier 3,High,2016,530.69,4.5
672,2019-02-27,Breads,Tier 3,Small,2010,1857.66,3.8
673,2020-11-15,Meat,Tier 3,Medium,2014,1679.59,3.5
674,2020-11-02,Meat,Tier 3,High,2018,575.08,4.2
675,2019-06-22,Seafood,Tier 3,High,2010,693.67,3.7
676,2021-03-25,Seafood,Tier 1,Medium,2010,410.27,3.7
677,2022-03-18,Baking Goods,Tier 3,Small,2012,1302.99,4.5
678,2019-03-21,Snack Foods,Tier 3,High,2010,1417.22,3.9
679,2021-06-04,Frozen Foods,Tier 2,High,2018,821.97,4.8
680,2022-05-21,Frozen Foods,Tier 3,High,2012,1487.46,4.3
681,2019-07-22,Baking Goods,Tier 2,Small,2014,1983.55,4.4
682,2021-02-02,Seafood,Tier 2,High,2014,1243.3,4.0
683,2022-06-06,Household,Tier 2,Small,2010,1316.1,3.8
684,2022-06-04,Household,Tier 2,Medium,2018,778.99,3.7
685,2022-11-26,Snack Foods,Tier 1,Small,2014,70.64,4.6
686,2019-02-16,Fruits and Vegetables,Tier 1,Small,2018,1910.15,4.5
687,2022-06-10,Seafood,Tier 2,Medium,2018,1556.07,4.2
688,2022-08-21,Soft Drinks,Tier 1,Small,2012,1406.36,4.7
689,2022-03-12,Soft Drinks,Tier 1,Medium,2010,108.13,4.7
690,2022-12-09,Seafood,Tier 3,High,2018,1530.07,4.2
691,2022-10-28,Dairy,Tier 1,Medium,2018,1356.66,4.5
692,2022-07-06,Fruits and Vegetables,Tier 2,Medium,2018,1159.37,4.9
693,2020-10-17,Soft Drinks,Tier 2,High,2010,1266.02,3.6
694,2020-04-15,Breads,Tier 2,High,2012,1840.81,3.5
695,2021-08-28,Meat,Tier 2,Small,2018,63.05,4.2
696,2021-11-01,Seafood,Tier 3,Small,2016,356.1,4.0
697,2022-09-15,Dairy,Tier 1,Small,2012,1794.78,3.6
698,2021-01-05,Breads,Tier 2,High,2010,66.01,3.7
699,2021-02-22,Meat,Tier 3,High,2014,1812.09,3.9
700,2021-08-25,Meat,Tier 2,High,2018,107.78,3.6
701,2019-12-24,Snack Foods,Tier 1,Small,2016,1569.71,4.0
702,2021-08-29,Fruits and Vegetables,Tier 3,High,2014,1787.3,3.7
703,2022-12-02,Seafood,Tier 1,High,2014,1244.43,4.4
704,2020-10-29,Dairy,Tier 3,Medium,2018,1300.81,4.5
705,2020-01-08,Baking Goods,Tier 2,Medium,2018,148.6,4.7
706,2021-10-28,Snack Foods,Tier 2,High,2014,461.24,4.8
707,2022-02-19,Household,Tier 1,Small,2016,1803.97,3.5
708,2022-10-03,Breads,Tier 1,Medium,2012,1656.25,3.8
709,2020-11-06,Baking Goods,Tier 3,High,2018,166.12,4.7
710,2019-03-31,Breads,Tier 1,Medium,2018,1635.32,3.5
711,2020-11-28,Seafood,Tier 1,Medium,2010,875.79,4.5
712,2022-09-01,Dairy,Tier 2,Small,2018,1143.41,3.8
713,2022-04-16,Dairy,Tier 2,High,2010,261.39,4.3
714,2020-06-23,Meat,Tier 2,High,2014,827.36,4.9
715,2021-01-01,Baking Goods,Tier 2,Small,2016,898.08,4.5
716,2021-05-18,Dairy,Tier 2,Small,2010,1355.5,4.1
717,2019-02-10,Soft Drinks,Tier 2,Small,2010,1332.19,4.5
718,2021-01-09,Breads,Tier 2,High,2012,1120.31,3.5
719,2020-05-16,Meat,Tier 3,Medium,2014,111.32,4.9
720,2021-08-16,Seafood,Tier 2,High,2010,364.93,4.0
721,2022-03-14,Dairy,Tier 2,High,2010,362.52,5.0
722,2022-05-09,Frozen Foods,Tier 2,Small,2014,1781.08,4.5
723,2021-07-17,Seafood,Tier 2,Small,2018,1808.33,3.9
724,2020-04-05,Baking Goods,Tier 2,Small,2016,1622.67,4.4
725,2021-01-01,Soft Drinks,Tier 1,High,2014,391.01,4.1
726,2021-01-21,Fruits and Vegetables,Tier 1,Small,2012,1688.3,4.5
727,2021-07-13,Household,Tier 2,Small,2012,415.81,4.7
728,2021-06-27,Frozen Foods,Tier 2,Medium,2016,1131.53,4.2
729,2022-06-30,Meat,Tier 2,Medium,2012,1481.06,3.8
730,2020-01-25,Breads,Tier 3,Small,2014,150.54,5.0
731,2021-06-01,Baking Goods,Tier 2,Medium,2018,1215.96,4.1
732,2019-09-13,Baking Goods,Tier 3,High,2012,539.71,3.8
733,2020-12-09,Fruits and Vegetables,Tier 3,Medium,2014,1020.82,4.6
734,2020-03-25,Frozen Foods,Tier 2,Small,2012,798.61,4.5
735,2019-01-10,Breads,Tier 1,High,2010,1388.83,4.7
736,2021-04-03,Household,Tier 2,High,2010,1003.92,3.5
737,2021-03-08,Snack Foods,Tier 2,Medium,2018,638.18,4.0
738,2022-06-19,Snack Foods,Tier 1,Small,2010,1825.2,4.0
739,2022-06-28,Baking Goods,Tier 1,Small,2010,1920.15,4.9
740,2021-05-26,Frozen Foods,Tier 2,Medium,2012,1613.72,4.0
741,2021-10-25,Fruits and Vegetables,Tier 2,Medium,2012,1182.44,4.3
742,2022-02-16,Baking Goods,Tier 3,Medium,2016,1774.58,3.5
743,2021-10-12,Snack Foods,Tier 1,Small,2018,1223.26,4.7
744,2020-01-09,Baking Goods,Tier 3,Medium,2010,340.22,3.7
745,2021-12-24,Snack Foods,Tier 3,Medium,2016,83.98,4.8
746,2019-05-26,Frozen Foods,Tier 3,Medium,2012,1465.53,4.6
747,2019-08-12,Frozen Foods,Tier 3,Small,2016,1517.35,4.3
748,2022-06-16,Fruits and Vegetables,Tier 1,High,2010,1855.36,4.6
749,2019-06-26,Meat,Tier 1,Small,2016,1657.26,4.7
750,2021-05-02,Meat,Tier 1,Small,2014,1297.19,4.6
751,2022-07-29,Baking Goods,Tier 2,High,2018,421.09,4.5
752,2019-03-04,Baking Goods,Tier 3,Small,2010,1208.4,4.8
753,2022-05-25,Baking Goods,Tier 2,High,2014,897.64,4.1
754,2021-04-06,Fruits and Vegetables,Tier 1,High,2016,502.61,4.3
755,2021-03-05,Seafood,Tier 1,High,2010,1608.3,5.0
756,2020-11-19,Baking Goods,Tier 2,High,2016,341.63,4.1
757,2019-04-15,Meat,Tier 3,Small,2018,1279.16,4.6
758,2022-01-27,Meat,Tier 1,High,2018,1240.97,4.1
759,2020-05-25,Breads,Tier 3,Medium,2012,642.05,4.2
760,2020-01-20,Frozen Foods,Tier 3,High,2014,887.02,4.0
761,2020-02-09,Seafood,Tier 1,High,2018,277.31,3.7
762,2021-04-02,Snack Foods,Tier 2,Small,2014,99.79,5.0
763,2020-06-01,Meat,Tier 3,Medium,2016,75.39,4.2
764,2020-04-20,Household,Tier 2,High,2014,389.93,3.9
765,2020-12-09,Household,Tier 3,Medium,2010,1740.6,4.5
766,2021-02-09,Meat,Tier 3,High,2012,1069.09,3.7
767,2021-11-12,Household,Tier 1,Small,2014,278.38,4.3
768,2021-09-23,Dairy,Tier 2,Medium,2014,1815.72,4.4
769,2020-11-07,Seafood,Tier 3,Medium,2018,1159.33,3.8
770,2020-12-14,Frozen Foods,Tier 2,Small,2010,104.38,4.9
771,2019-03-24,Meat,Tier 3,Small,2018,1537.32,4.4
772,2022-03-14,Meat,Tier 2,Small,2014,973.2,3.8
773,2022-01-13,Snack Foods,Tier 2,Small,2016,1089.08,4.8
774,2022-01-06,Seafood,Tier 1,Medium,2018,1245.79,4.0
775,2020-04-01,Baking Goods,Tier 3,Small,2018,234.18,4.6
776,2019-01-01,Baking Goods,Tier 3,Medium,2010,1898.09,4.4
777,2019-02-20,Soft Drinks,Tier 3,High,2018,548.02,3.7
778,2020-11-15,Breads,Tier 3,High,2018,1262.57,3.6
779,2020-12-17,Dairy,Tier 1,Small,2012,1718.35,4.4
780,2020-03-24,Fruits and Vegetables,Tier 1,Small,2014,697.24,4.5
